# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
1837         	((6.006662e-07 1.098836e-05 2.346000e-25) (1.812301e-06 5.063892e-07 -5.651414e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.648254e-06 9.009993e-08 -2.563475e-06) (-7.595838e-08 2.718451e-07 -1.719268e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1838         	((6.044931e-07 1.100074e-05 2.352767e-25) (1.812147e-06 5.064064e-07 -5.658694e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.650111e-06 9.067396e-08 -2.559612e-06) (-7.596096e-08 2.718220e-07 -1.719320e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1839         	((6.095431e-07 1.102150e-05 2.362307e-25) (1.811991e-06 5.064233e-07 -5.677525e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.653226e-06 9.143146e-08 -2.555183e-06) (-7.596349e-08 2.717987e-07 -1.719373e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1840         	((6.136914e-07 1.104003e-05 2.370032e-25) (1.811834e-06 5.064378e-07 -5.695923e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.656005e-06 9.205370e-08 -2.551421e-06) (-7.596567e-08 2.717751e-07 -1.719438e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1841         	((6.157877e-07 1.104743e-05 2.373044e-25) (1.811675e-06 5.064483e-07 -5.700844e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.657114e-06 9.236816e-08 -2.548861e-06) (-7.596725e-08 2.717513e-07 -1.719521e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1842         	((6.163558e-07 1.104283e-05 2.371824e-25) (1.811516e-06 5.064551e-07 -5.689166e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.656424e-06 9.245337e-08 -2.547065e-06) (-7.596826e-08 2.717275e-07 -1.719618e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1843         	((6.175586e-07 1.104165e-05 2.372602e-25) (1.811359e-06 5.064602e-07 -5.678635e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.656247e-06 9.263379e-08 -2.545034e-06) (-7.596903e-08 2.717038e-07 -1.719719e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1844         	((6.195354e-07 1.103615e-05 2.371985e-25) (1.811204e-06 5.064682e-07 -5.656269e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.655423e-06 9.293031e-08 -2.541462e-06) (-7.597024e-08 2.716806e-07 -1.719808e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1845         	((6.226095e-07 1.104528e-05 2.376542e-25) (1.811053e-06 5.064819e-07 -5.655300e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.656792e-06 9.339142e-08 -2.538055e-06) (-7.597228e-08 2.716580e-07 -1.719883e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1846         	((6.269379e-07 1.106538e-05 2.384751e-25) (1.810904e-06 5.065006e-07 -5.664609e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.659807e-06 9.404069e-08 -2.533653e-06) (-7.597509e-08 2.716356e-07 -1.719950e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1847         	((6.358486e-07 1.112093e-05 2.404628e-25) (1.810757e-06 5.065234e-07 -5.697514e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.668139e-06 9.537729e-08 -2.524277e-06) (-7.597851e-08 2.716135e-07 -1.720018e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1848         	((6.404760e-07 1.115513e-05 2.416589e-25) (1.810609e-06 5.065484e-07 -5.724793e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.673270e-06 9.607140e-08 -2.520031e-06) (-7.598226e-08 2.715914e-07 -1.720086e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1849         	((6.451786e-07 1.119365e-05 2.429877e-25) (1.810461e-06 5.065692e-07 -5.754911e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.679047e-06 9.677679e-08 -2.515608e-06) (-7.598538e-08 2.715692e-07 -1.720172e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1850         	((6.508161e-07 1.123978e-05 2.446163e-25) (1.810313e-06 5.065852e-07 -5.787357e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.685966e-06 9.762241e-08 -2.510060e-06) (-7.598778e-08 2.715469e-07 -1.720276e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1851         	((6.851951e-07 1.151795e-05 2.543801e-25) (1.810164e-06 5.066041e-07 -6.008400e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.727692e-06 1.027793e-07 -2.477096e-06) (-7.599061e-08 2.715245e-07 -1.720416e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1852         	((6.857825e-07 1.154211e-05 2.549505e-25) (1.810008e-06 5.066328e-07 -6.042921e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.731317e-06 1.028674e-07 -2.478287e-06) (-7.599492e-08 2.715013e-07 -1.720513e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1853         	((6.840660e-07 1.155196e-05 2.550141e-25) (1.809852e-06 5.066476e-07 -6.065998e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.732794e-06 1.026099e-07 -2.481830e-06) (-7.599713e-08 2.714777e-07 -1.720657e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1854         	((6.813379e-07 1.154867e-05 2.548104e-25) (1.809693e-06 5.066512e-07 -6.068397e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.732300e-06 1.022007e-07 -2.485644e-06) (-7.599769e-08 2.714539e-07 -1.720840e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1855         	((6.848756e-07 1.157136e-05 2.560912e-25) (1.809535e-06 5.066548e-07 -6.068823e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.735704e-06 1.027313e-07 -2.482396e-06) (-7.599822e-08 2.714302e-07 -1.721014e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1856         	((6.871865e-07 1.158458e-05 2.567759e-25) (1.809378e-06 5.066697e-07 -6.072034e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.737687e-06 1.030780e-07 -2.479656e-06) (-7.600046e-08 2.714067e-07 -1.721132e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1857         	((6.917685e-07 1.162244e-05 2.581652e-25) (1.809223e-06 5.066959e-07 -6.103274e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.743366e-06 1.037653e-07 -2.475265e-06) (-7.600439e-08 2.713834e-07 -1.721222e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1858         	((7.006722e-07 1.173821e-05 2.617895e-25) (1.809064e-06 5.067341e-07 -6.218708e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.760732e-06 1.051008e-07 -2.466635e-06) (-7.601011e-08 2.713596e-07 -1.721320e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1859         	((7.000859e-07 1.177881e-05 2.626150e-25) (1.808900e-06 5.067789e-07 -6.271738e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.766822e-06 1.050129e-07 -2.468389e-06) (-7.601684e-08 2.713350e-07 -1.721421e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1860         	((6.934978e-07 1.178568e-05 2.621116e-25) (1.808733e-06 5.068105e-07 -6.296742e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.767853e-06 1.040247e-07 -2.475246e-06) (-7.602158e-08 2.713100e-07 -1.721554e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1861         	((6.817260e-07 1.174129e-05 2.599949e-25) (1.808566e-06 5.068198e-07 -6.268328e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.761193e-06 1.022589e-07 -2.485895e-06) (-7.602297e-08 2.712848e-07 -1.721711e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1862         	((6.632987e-07 1.161323e-05 2.553821e-25) (1.808402e-06 5.068124e-07 -6.145785e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.741984e-06 9.949481e-08 -2.501842e-06) (-7.602185e-08 2.712604e-07 -1.721862e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1863         	((6.566215e-07 1.153329e-05 2.529366e-25) (1.808251e-06 5.068055e-07 -6.059536e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.729993e-06 9.849323e-08 -2.507485e-06) (-7.602083e-08 2.712376e-07 -1.721995e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1864         	((6.540390e-07 1.146869e-05 2.511839e-25) (1.808109e-06 5.068166e-07 -5.988890e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.720303e-06 9.810585e-08 -2.510655e-06) (-7.602248e-08 2.712163e-07 -1.722096e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1865         	((6.533379e-07 1.142279e-05 2.500299e-25) (1.807975e-06 5.068506e-07 -5.944138e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.713418e-06 9.800068e-08 -2.513536e-06) (-7.602760e-08 2.711963e-07 -1.722173e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1866         	((6.506606e-07 1.136717e-05 2.486047e-25) (1.807844e-06 5.068963e-07 -5.898982e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.705076e-06 9.759909e-08 -2.519942e-06) (-7.603445e-08 2.711766e-07 -1.722244e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1867         	((6.501732e-07 1.135920e-05 2.484921e-25) (1.807711e-06 5.069384e-07 -5.895665e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.703879e-06 9.752598e-08 -2.521573e-06) (-7.604076e-08 2.711567e-07 -1.722321e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1868         	((6.488087e-07 1.135810e-05 2.484909e-25) (1.807574e-06 5.069696e-07 -5.902876e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.703715e-06 9.732131e-08 -2.523236e-06) (-7.604543e-08 2.711361e-07 -1.722402e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1869         	((6.446648e-07 1.135618e-05 2.482842e-25) (1.807429e-06 5.069875e-07 -5.923671e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.703428e-06 9.669972e-08 -2.527068e-06) (-7.604813e-08 2.711143e-07 -1.722489e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1870         	((6.408569e-07 1.134712e-05 2.477667e-25) (1.807277e-06 5.069969e-07 -5.928566e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.702069e-06 9.612853e-08 -2.530596e-06) (-7.604953e-08 2.710915e-07 -1.722592e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1871         	((6.397636e-07 1.133620e-05 2.473215e-25) (1.807124e-06 5.070061e-07 -5.916360e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.700430e-06 9.596454e-08 -2.531716e-06) (-7.605092e-08 2.710686e-07 -1.722717e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1872         	((6.359380e-07 1.128407e-05 2.454838e-25) (1.806973e-06 5.070191e-07 -5.866256e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.692611e-06 9.539070e-08 -2.536030e-06) (-7.605286e-08 2.710460e-07 -1.722848e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1873         	((6.312238e-07 1.121126e-05 2.431188e-25) (1.806828e-06 5.070316e-07 -5.796351e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.681689e-06 9.468356e-08 -2.541003e-06) (-7.605474e-08 2.710242e-07 -1.722987e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1874         	((6.262655e-07 1.114189e-05 2.409798e-25) (1.806687e-06 5.070440e-07 -5.733306e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.671283e-06 9.393982e-08 -2.545579e-06) (-7.605661e-08 2.710031e-07 -1.723117e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1875         	((6.216335e-07 1.109398e-05 2.395121e-25) (1.806548e-06 5.070603e-07 -5.694939e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.664096e-06 9.324503e-08 -2.549344e-06) (-7.605904e-08 2.709821e-07 -1.723217e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1876         	((6.171740e-07 1.106439e-05 2.385090e-25) (1.806406e-06 5.070832e-07 -5.676781e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.659658e-06 9.257610e-08 -2.552799e-06) (-7.606249e-08 2.709608e-07 -1.723283e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1877         	((6.130978e-07 1.104067e-05 2.376189e-25) (1.806261e-06 5.071107e-07 -5.663539e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.656101e-06 9.196467e-08 -2.555944e-06) (-7.606660e-08 2.709391e-07 -1.723329e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1878         	((6.095088e-07 1.100787e-05 2.364760e-25) (1.806113e-06 5.071364e-07 -5.638296e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.651181e-06 9.142631e-08 -2.558716e-06) (-7.607046e-08 2.709170e-07 -1.723377e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1879         	((6.048782e-07 1.094603e-05 2.344836e-25) (1.805966e-06 5.071547e-07 -5.582646e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.641904e-06 9.073173e-08 -2.562499e-06) (-7.607320e-08 2.708949e-07 -1.723439e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1880         	((5.993472e-07 1.086213e-05 2.318640e-25) (1.805822e-06 5.071645e-07 -5.502938e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.629320e-06 8.990209e-08 -2.566810e-06) (-7.607468e-08 2.708733e-07 -1.723521e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1881         	((5.995557e-07 1.083377e-05 2.312293e-25) (1.805682e-06 5.071712e-07 -5.470791e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.625066e-06 8.993335e-08 -2.565088e-06) (-7.607568e-08 2.708522e-07 -1.723624e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1882         	((6.001157e-07 1.082138e-05 2.309761e-25) (1.805541e-06 5.071838e-07 -5.458238e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.623207e-06 9.001735e-08 -2.563417e-06) (-7.607757e-08 2.708312e-07 -1.723717e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1883         	((5.999984e-07 1.081530e-05 2.307534e-25) (1.805400e-06 5.072024e-07 -5.455706e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.622295e-06 8.999976e-08 -2.562724e-06) (-7.608036e-08 2.708099e-07 -1.723795e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1884         	((5.993443e-07 1.080416e-05 2.303463e-25) (1.805257e-06 5.072217e-07 -5.446700e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.620625e-06 8.990164e-08 -2.562568e-06) (-7.608326e-08 2.707886e-07 -1.723866e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1885         	((5.991253e-07 1.078362e-05 2.297978e-25) (1.805114e-06 5.072372e-07 -5.423271e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.617543e-06 8.986879e-08 -2.561883e-06) (-7.608557e-08 2.707672e-07 -1.723936e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1886         	((6.005488e-07 1.076143e-05 2.294295e-25) (1.804972e-06 5.072483e-07 -5.393505e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.614214e-06 9.008232e-08 -2.559732e-06) (-7.608725e-08 2.707459e-07 -1.724006e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1887         	((6.040589e-07 1.074973e-05 2.295288e-25) (1.804832e-06 5.072590e-07 -5.372166e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.612459e-06 9.060883e-08 -2.555957e-06) (-7.608886e-08 2.707247e-07 -1.724073e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1888         	((6.096740e-07 1.075950e-05 2.303178e-25) (1.804692e-06 5.072741e-07 -5.371524e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.613924e-06 9.145110e-08 -2.550501e-06) (-7.609111e-08 2.707038e-07 -1.724140e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1889         	((6.170538e-07 1.079554e-05 2.318496e-25) (1.804552e-06 5.072954e-07 -5.397034e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.619331e-06 9.255806e-08 -2.543388e-06) (-7.609432e-08 2.706828e-07 -1.724209e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1890         	((6.258881e-07 1.085647e-05 2.340703e-25) (1.804411e-06 5.073209e-07 -5.446804e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.628470e-06 9.388321e-08 -2.534836e-06) (-7.609813e-08 2.706617e-07 -1.724284e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1891         	((6.295662e-07 1.088684e-05 2.350877e-25) (1.804269e-06 5.073451e-07 -5.474801e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.633027e-06 9.443493e-08 -2.531186e-06) (-7.610177e-08 2.706403e-07 -1.724363e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1892         	((6.553297e-07 1.108054e-05 2.420819e-25) (1.804126e-06 5.073649e-07 -5.633763e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.662081e-06 9.829945e-08 -2.507120e-06) (-7.610473e-08 2.706188e-07 -1.724481e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1893         	((6.569160e-07 1.110058e-05 2.426793e-25) (1.803978e-06 5.073834e-07 -5.660051e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.665087e-06 9.853739e-08 -2.506640e-06) (-7.610752e-08 2.705967e-07 -1.724576e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1894         	((6.618906e-07 1.114010e-05 2.441702e-25) (1.803830e-06 5.073917e-07 -5.694755e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.671015e-06 9.928359e-08 -2.503526e-06) (-7.610875e-08 2.705745e-07 -1.724698e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1895         	((6.678141e-07 1.117829e-05 2.457525e-25) (1.803683e-06 5.073985e-07 -5.722860e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.676744e-06 1.001721e-07 -2.498198e-06) (-7.610977e-08 2.705525e-07 -1.724830e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1896         	((6.702818e-07 1.119260e-05 2.463707e-25) (1.803536e-06 5.074107e-07 -5.733191e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.678891e-06 1.005423e-07 -2.495368e-06) (-7.611161e-08 2.705305e-07 -1.724950e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1897         	((6.839689e-07 1.130999e-05 2.505885e-25) (1.803389e-06 5.074304e-07 -5.836649e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.696498e-06 1.025953e-07 -2.481106e-06) (-7.611457e-08 2.705083e-07 -1.725077e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1898         	((6.843678e-07 1.132691e-05 2.509869e-25) (1.803238e-06 5.074608e-07 -5.858774e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.699037e-06 1.026552e-07 -2.481976e-06) (-7.611912e-08 2.704857e-07 -1.725173e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1899         	((6.826900e-07 1.133790e-05 2.510597e-25) (1.803090e-06 5.074861e-07 -5.874194e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.700685e-06 1.024035e-07 -2.484944e-06) (-7.612292e-08 2.704635e-07 -1.725272e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1900         	((6.793940e-07 1.132237e-05 2.503880e-25) (1.802944e-06 5.075021e-07 -5.862185e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.698356e-06 1.019091e-07 -2.488174e-06) (-7.612532e-08 2.704416e-07 -1.725373e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1901         	((6.743145e-07 1.128555e-05 2.491087e-25) (1.802802e-06 5.075128e-07 -5.825533e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.692832e-06 1.011472e-07 -2.491694e-06) (-7.612692e-08 2.704203e-07 -1.725469e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1902         	((6.697635e-07 1.124748e-05 2.478548e-25) (1.802663e-06 5.075253e-07 -5.788940e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.687123e-06 1.004645e-07 -2.494545e-06) (-7.612879e-08 2.703995e-07 -1.725551e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1903         	((6.674776e-07 1.122688e-05 2.471749e-25) (1.802529e-06 5.075440e-07 -5.771178e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.684032e-06 1.001216e-07 -2.496307e-06) (-7.613160e-08 2.703793e-07 -1.725625e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1904         	((6.640567e-07 1.120276e-05 2.463458e-25) (1.802396e-06 5.075672e-07 -5.754080e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.680414e-06 9.960850e-08 -2.499772e-06) (-7.613508e-08 2.703594e-07 -1.725701e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1905         	((6.616049e-07 1.118311e-05 2.457259e-25) (1.802264e-06 5.075916e-07 -5.738820e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.677467e-06 9.924074e-08 -2.502674e-06) (-7.613874e-08 2.703396e-07 -1.725781e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1906         	((6.606587e-07 1.117133e-05 2.454010e-25) (1.802133e-06 5.076130e-07 -5.728540e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.675700e-06 9.909881e-08 -2.503951e-06) (-7.614194e-08 2.703199e-07 -1.725862e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1907         	((6.596798e-07 1.115128e-05 2.449281e-25) (1.802003e-06 5.076298e-07 -5.711426e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.672692e-06 9.895197e-08 -2.505716e-06) (-7.614447e-08 2.703005e-07 -1.725941e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1908         	((6.589455e-07 1.113390e-05 2.445282e-25) (1.801874e-06 5.076433e-07 -5.698853e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.670085e-06 9.884182e-08 -2.507219e-06) (-7.614650e-08 2.702811e-07 -1.726018e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1909         	((6.584718e-07 1.112395e-05 2.442732e-25) (1.801744e-06 5.076567e-07 -5.692562e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.668593e-06 9.877077e-08 -2.508042e-06) (-7.614851e-08 2.702616e-07 -1.726097e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1910         	((6.556687e-07 1.109866e-05 2.434773e-25) (1.801613e-06 5.076712e-07 -5.677372e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.664799e-06 9.835030e-08 -2.511280e-06) (-7.615068e-08 2.702420e-07 -1.726180e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1911         	((6.522477e-07 1.106480e-05 2.424178e-25) (1.801481e-06 5.076849e-07 -5.650134e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.659719e-06 9.783715e-08 -2.514752e-06) (-7.615273e-08 2.702222e-07 -1.726267e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1912         	((6.492939e-07 1.102764e-05 2.412994e-25) (1.801349e-06 5.076972e-07 -5.614732e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.654146e-06 9.739408e-08 -2.517476e-06) (-7.615458e-08 2.702024e-07 -1.726352e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1913         	((6.485624e-07 1.100940e-05 2.407830e-25) (1.801220e-06 5.077097e-07 -5.594445e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.651409e-06 9.728435e-08 -2.517957e-06) (-7.615645e-08 2.701829e-07 -1.726425e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1914         	((6.459622e-07 1.097086e-05 2.395478e-25) (1.801092e-06 5.077234e-07 -5.561591e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.645628e-06 9.689433e-08 -2.520747e-06) (-7.615850e-08 2.701637e-07 -1.726483e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1915         	((6.433077e-07 1.093541e-05 2.383806e-25) (1.800966e-06 5.077374e-07 -5.531674e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.640311e-06 9.649615e-08 -2.523583e-06) (-7.616060e-08 2.701449e-07 -1.726535e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1916         	((6.426592e-07 1.092240e-05 2.379729e-25) (1.800842e-06 5.077524e-07 -5.518190e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.638360e-06 9.639888e-08 -2.524124e-06) (-7.616286e-08 2.701263e-07 -1.726590e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1917         	((6.395595e-07 1.088461e-05 2.367538e-25) (1.800718e-06 5.077679e-07 -5.488428e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.632691e-06 9.593392e-08 -2.527260e-06) (-7.616519e-08 2.701078e-07 -1.726640e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
1918         	((6.368574e-07 1.084649e-05 2.356055e-25) (1.800595e-06 5.077800e-07 -5.456574e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.626974e-06 9.552861e-08 -2.529726e-06) (-7.616700e-08 2.700893e-07 -1.726694e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
